Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
12,12,1987-12-01,40-229,LAL,@,SAC,W (+5),1,40:00,11,21,.524,0,0,,5,5,1.000,3,6,9,1,1,1,5,2,27,17.2\
13,13,1987-12-02,40-230,LAL,,POR,L (-13),1,24:00,7,12,.583,0,0,,2,4,.500,1,2,3,3,0,0,1,3,16,10.8\
14,14,1987-12-04,40-232,LAL,@,MIL,L (-2),1,32:00,3,10,.300,0,0,,1,2,.500,1,4,5,1,1,3,4,3,7,1.3\
15,15,1987-12-05,40-233,LAL,@,CLE,L (-2),1,38:00,7,16,.438,0,0,,5,6,.833,0,5,5,2,0,0,2,2,19,10.3\
16,16,1987-12-08,40-236,LAL,@,NJN,W (+17),1,26:00,8,13,.615,0,0,,1,2,.500,2,6,8,0,0,1,1,5,17,11.6\
17,17,1987-12-09,40-237,LAL,@,WSB,L (-8),1,40:00,12,22,.545,0,0,,1,2,.500,3,3,6,0,2,4,3,3,25,17.6\
18,18,1987-12-11,40-239,LAL,@,BOS,W (+1),1,34:00,10,14,.714,0,0,,3,4,.750,1,7,8,1,0,0,4,4,23,14.7\
19,19,1987-12-13,40-241,LAL,,CLE,W (+1),1,36:00,7,12,.583,0,0,,2,2,1.000,1,3,4,0,0,1,3,1,16,9.3\
20,20,1987-12-15,40-243,LAL,,PHO,W (+25),1,27:00,4,7,.571,0,0,,4,4,1.000,1,8,9,2,1,3,2,2,12,13.5\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
21,21,1987-12-17,40-245,LAL,@,GSW,W (+7),1,25:00,4,10,.400,0,0,,0,2,.000,2,3,5,0,0,2,2,4,8,1.9\
22,22,1987-12-19,40-247,LAL,@,LAC,W (+11),1,22:00,5,7,.714,0,0,,1,1,1.000,1,4,5,0,0,0,1,4,11,7.4\
23,23,1987-12-20,40-248,LAL,,SEA,W (+9),1,36:00,2,9,.222,0,0,,5,6,.833,2,6,8,4,2,1,3,5,9,6.8\
24,24,1987-12-23,40-251,LAL,,SAC,W (+14),1,26:00,7,11,.636,0,0,,0,0,,1,6,7,2,0,2,1,2,14,12.6\
25,25,1987-12-26,40-254,LAL,@,UTA,W (+8),1,31:00,7,11,.636,0,0,,3,4,.750,4,5,9,3,0,0,2,3,17,14.9\
26,26,1987-12-29,40-257,LAL,,PHI,W (+16),1,17:00,5,6,.833,0,0,,0,0,,0,0,0,1,0,1,0,4,10,7.6\
27,27,1988-01-03,40-262,LAL,@,POR,W (+17),1,27:00,5,9,.556,0,0,,3,4,.750,2,5,7,1,0,0,2,2,13,9.1\
28,28,1988-01-04,40-263,LAL,,SAS,W (+18),1,23:00,8,12,.667,0,0,,1,1,1.000,0,7,7,1,0,3,3,4,17,12.1\
29,29,1988-01-06,40-265,LAL,,DAL,W (+14),1,32:00,10,14,.714,0,0,,1,2,.500,2,6,8,2,1,0,0,1,21,20.0\
30,30,1988-01-08,40-267,LAL,@,DET,W (+2),1,33:00,6,14,.429,0,0,,1,4,.250,3,4,7,2,2,0,1,4,13,8.5\
31,31,1988-01-09,40-268,LAL,@,IND,W (+3),1,29:00,4,11,.364,0,0,,1,2,.500,1,7,8,1,0,0,3,2,9,2.2\
32,32,1988-01-12,40-271,LAL,,GSW,W (+4),1,28:00,7,14,.500,0,0,,2,4,.500,2,5,7,2,0,2,2,3,16,10.7\
33,33,1988-01-13,40-272,LAL,@,LAC,L (-1),1,28:00,8,11,.727,0,0,,1,2,.500,2,3,5,0,1,0,2,5,17,11.4\
34,34,1988-01-16,40-275,LAL,@,PHO,W (+11),1,30:00,3,10,.300,0,0,,3,4,.750,1,3,4,1,0,0,2,2,9,2.3\
35,35,1988-01-18,40-277,LAL,,HOU,W (+11),1,33:00,8,12,.667,0,0,,4,5,.800,0,5,5,1,0,1,0,3,20,16.1\
36,36,1988-01-21,40-280,LAL,@,DEN,L (-2),1,28:00,5,8,.625,0,0,,4,4,1.000,1,7,8,1,0,0,2,5,14,9.9\
37,37,1988-01-22,40-281,LAL,,NYK,W (+1),1,31:00,11,18,.611,0,0,,2,2,1.000,2,3,5,1,1,0,2,3,24,16.6\
38,38,1988-01-24,40-283,LAL,@,SEA,W (+7),1,35:00,8,14,.571,0,0,,2,2,1.000,1,6,7,3,0,1,6,2,18,9.9\
39,39,1988-01-26,40-285,LAL,,UTA,W (+11),1,27:00,3,9,.333,0,0,,2,2,1.000,2,4,6,1,0,1,1,2,8,5.1\
40,40,1988-01-28,40-287,LAL,@,SAC,W (+21),1,26:00,5,11,.455,0,0,,3,4,.750,1,5,6,1,1,2,1,1,13,10.8\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
41,41,1988-01-29,40-288,LAL,,ATL,W (+10),1,28:00,6,11,.545,0,0,,3,5,.600,0,3,3,2,0,2,3,4,15,8.0\
42,42,1988-02-02,40-292,LAL,,CHI,W (+9),1,30:00,4,7,.571,0,0,,5,5,1.000,0,8,8,2,2,2,2,2,13,14.1\
43,43,1988-02-04,40-294,LAL,@,LAC,W (+31),1,27:00,5,11,.455,0,0,,3,4,.750,3,7,10,2,2,0,1,2,13,12.7\
44,44,1988-02-09,40-299,LAL,,IND,L (-2),1,29:00,7,16,.438,0,0,,7,9,.778,3,4,7,0,0,0,2,3,21,11.9\
45,45,1988-02-11,40-301,LAL,@,DEN,W (+12),1,19:00,1,4,.250,0,0,,5,6,.833,1,3,4,2,0,0,2,3,7,4.0\
46,46,1988-02-12,40-302,LAL,@,SAS,W (+1),1,28:00,8,12,.667,0,0,,2,2,1.000,1,4,5,1,1,4,1,6,18,15.8\
47,47,1988-02-14,40-304,LAL,,BOS,W (+9),1,34:00,8,19,.421,0,0,,1,1,1.000,2,7,9,0,1,3,0,3,17,12.3\
48,48,1988-02-16,40-306,LAL,,LAC,W (+19),1,24:00,5,9,.556,0,0,,0,0,,1,2,3,3,1,1,1,3,10,8.6\
49,49,1988-02-18,40-308,LAL,@,HOU,W (+15),1,32:00,8,11,.727,0,0,,0,0,,2,6,8,2,0,2,5,1,16,12.1\
50,50,1988-02-19,40-309,LAL,@,ATL,W (+7),1,40:00,3,11,.273,0,0,,6,7,.857,2,3,5,0,0,0,1,3,12,5.2\
51,51,1988-02-21,40-311,LAL,,DET,W (+7),1,26:00,6,13,.462,0,0,,8,9,.889,2,4,6,2,1,3,1,4,20,17.4\
52,52,1988-02-26,40-316,LAL,,UTA,W (+7),1,35:00,9,19,.474,0,0,,3,5,.600,2,3,5,3,1,2,1,2,21,15.5\
53,53,1988-02-28,40-318,LAL,,PHO,W (+14),1,23:00,2,5,.400,0,0,,0,0,,0,2,2,2,0,0,1,2,4,1.5\
54,54,1988-03-01,40-320,LAL,@,SEA,L (-14),1,24:00,1,7,.143,0,0,,0,0,,1,6,7,0,0,0,2,4,2,-3.6\
55,55,1988-03-04,40-323,LAL,,GSW,W (+13),1,26:00,4,6,.667,0,0,,2,3,.667,1,5,6,1,1,4,2,1,10,11.3\
56,56,1988-03-06,40-325,LAL,@,DAL,W (+11),1,34:00,10,13,.769,0,0,,0,0,,3,4,7,3,0,0,2,3,20,17.1\
57,57,1988-03-07,40-326,LAL,@,PHI,W (+6),1,31:00,5,7,.714,0,0,,2,2,1.000,0,5,5,2,0,3,0,5,12,12.1\
58,58,1988-03-09,40-328,LAL,@,NYK,W (+5),1,34:00,5,10,.500,0,0,,4,4,1.000,1,5,6,2,0,2,3,3,14,9.8\
59,59,1988-03-10,40-329,LAL,@,CHI,L (-21),1,25:00,6,12,.500,0,0,,1,1,1.000,1,0,1,2,1,0,1,2,13,8.3\
60,60,1988-03-12,40-331,LAL,,DAL,L (-9),1,32:00,4,15,.267,0,1,.000,3,4,.750,1,7,8,1,1,2,3,1,11,4.2\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
61,61,1988-03-14,40-333,LAL,,NJN,W (+10),1,24:00,7,14,.500,0,0,,4,5,.800,0,5,5,1,0,1,1,1,18,12.1\
62,62,1988-03-15,40-334,LAL,@,POR,L (-17),1,24:00,3,9,.333,0,0,,0,0,,1,2,3,2,1,0,3,1,6,1.2\
63,63,1988-03-19,40-338,LAL,@,PHO,L (-7),1,36:00,7,18,.389,0,0,,1,2,.500,5,7,12,1,2,0,1,3,15,10.9\
64,64,1988-03-20,40-339,LAL,@,GSW,W (+3),1,22:00,7,10,.700,0,0,,2,2,1.000,3,2,5,2,0,1,4,5,16,10.6\
65,65,1988-03-22,40-341,LAL,,HOU,W (+22),1,25:00,3,7,.429,0,0,,7,10,.700,0,7,7,3,0,0,3,1,13,8.9\
66,66,1988-03-25,40-344,LAL,,DEN,L (-1),1,31:00,6,11,.545,0,0,,3,5,.600,3,7,10,2,1,1,5,2,15,10.4\
67,67,1988-03-26,40-345,LAL,@,SAC,L (-22),1,25:00,3,12,.250,0,0,,2,2,1.000,1,4,5,2,0,0,0,2,8,3.3\
68,68,1988-03-29,40-348,LAL,,UTA,W (+11),1,31:00,9,14,.643,0,0,,3,4,.750,2,3,5,4,1,1,3,5,21,16.2\
69,69,1988-04-02,40-352,LAL,@,UTA,L (-14),1,29:00,4,6,.667,0,0,,6,8,.750,1,5,6,2,0,1,0,0,14,14.9\
70,70,1988-04-03,40-353,LAL,,SAC,W (+4),1,30:00,9,12,.750,0,0,,1,2,.500,1,5,6,3,2,1,1,4,19,18.2\
71,71,1988-04-05,40-355,LAL,,SEA,W (+4),1,26:00,2,4,.500,0,0,,4,6,.667,1,3,4,2,1,3,2,5,8,7.3\
72,72,1988-04-08,40-358,LAL,,LAC,W (+19),1,24:00,7,12,.583,0,0,,1,2,.500,1,5,6,3,3,2,0,1,15,17.3\
73,73,1988-04-09,40-359,LAL,@,POR,L (-10),1,24:00,5,10,.500,0,0,,1,2,.500,1,3,4,2,1,0,2,4,11,6.0\
74,74,1988-04-12,40-362,LAL,,POR,W (+6),1,30:00,7,12,.583,0,0,,1,2,.500,2,3,5,0,0,1,6,2,15,5.2\
75,75,1988-04-13,40-363,LAL,@,DEN,L (-14),1,21:00,5,9,.556,0,0,,1,1,1.000,1,4,5,3,0,0,2,1,11,8.3\
76,76,1988-04-15,40-365,LAL,,PHO,W (+3),1,38:00,9,15,.600,0,0,,4,6,.667,3,3,6,2,1,3,2,2,22,19.0\
77,77,1988-04-17,41-001,LAL,@,HOU,L (-8),1,28:00,6,13,.462,0,0,,5,5,1.000,1,5,6,1,1,2,2,2,17,12.8\
78,78,1988-04-19,41-003,LAL,@,SAS,W (+7),1,27:00,9,15,.600,0,0,,7,8,.875,2,4,6,3,1,0,2,3,25,20.2\
79,79,1988-04-20,41-004,LAL,@,DAL,W (+7),1,29:00,6,9,.667,0,0,,2,2,1.000,2,7,9,4,0,1,2,2,14,14.3\
80,80,1988-04-24,41-008,LAL,,GSW,W (+36),1,8:00,4,4,1.000,0,0,,0,0,,1,3,4,0,1,1,0,1,8,9.7\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
1,1,1988-11-04,41-202,LAL,@,DAL,W (+3),1,23:00,3,10,.300,0,0,,3,4,.750,2,1,3,0,1,0,2,3,9,2.3\
2,2,1988-11-05,41-203,LAL,@,SAS,L (-15),1,31:00,5,7,.714,0,0,,6,8,.750,1,11,12,2,1,1,5,3,16,13.2\
3,3,1988-11-08,41-206,LAL,@,GSW,W (+12),1,21:00,3,8,.375,0,0,,0,0,,0,5,5,0,0,0,2,2,6,0.3\
4,4,1988-11-09,41-207,LAL,,DEN,W (+18),1,18:00,3,4,.750,0,0,,0,0,,0,2,2,0,0,2,1,1,6,5.0\
5,5,1988-11-11,41-209,LAL,,SEA,W (+11),1,25:00,2,7,.286,0,0,,0,0,,1,3,4,3,0,0,2,1,4,1.2\
6,6,1988-11-15,41-213,LAL,@,DEN,W (+2),1,20:00,3,11,.273,0,0,,2,2,1.000,2,5,7,2,0,1,1,2,8,4.7\
7,7,1988-11-17,41-215,LAL,@,SEA,L (-3),1,26:00,1,3,.333,0,0,,0,0,,0,6,6,2,0,1,2,1,2,1.8\
8,8,1988-11-18,41-216,LAL,,POR,W (+1),1,30:00,3,7,.429,0,0,,2,2,1.000,0,8,8,2,1,1,1,3,8,7.6\
9,9,1988-11-22,41-220,LAL,@,NYK,W (+12),1,30:00,5,13,.385,0,1,.000,2,2,1.000,4,2,6,3,1,0,1,4,12,8.8\
10,10,1988-11-26,41-224,LAL,@,DET,L (-3),1,24:00,7,10,.700,0,0,,0,0,,1,0,1,1,0,0,0,2,14,10.4\
11,11,1988-11-28,41-226,LAL,@,PHI,W (+5),1,31:00,6,15,.400,0,0,,1,1,1.000,0,2,2,1,1,3,0,3,13,8.1\
12,12,1988-12-13,41-241,LAL,@,CLE,W (+9),1,17:00,2,6,.333,0,0,,2,2,1.000,0,1,1,2,1,0,0,1,6,4.9\
13,13,1988-12-14,41-242,LAL,@,NJN,L (-5),1,28:00,1,7,.143,0,0,,3,4,.750,0,2,2,1,0,0,0,2,5,0.6\
14,14,1988-12-16,41-244,LAL,@,BOS,L (-14),1,27:00,5,13,.385,0,0,,0,1,.000,3,3,6,0,0,0,0,2,10,4.7\
15,15,1988-12-18,41-246,LAL,@,WSB,L (-5),1,24:00,6,10,.600,0,0,,4,5,.800,4,1,5,1,1,0,1,4,16,13.2\
16,16,1988-12-20,41-248,LAL,@,CHI,L (-13),1,10:00,2,3,.667,0,0,,0,0,,0,1,1,0,1,0,0,1,4,3.6\
17,17,1988-12-23,41-251,LAL,,SAC,W (+18),1,23:00,5,7,.714,0,0,,6,6,1.000,3,4,7,2,0,0,0,3,16,16.6\
18,18,1988-12-25,41-253,LAL,@,UTA,L (-14),1,23:00,2,7,.286,0,1,.000,1,2,.500,1,0,1,1,0,0,2,2,5,-0.9\
19,19,1988-12-26,41-254,LAL,@,PHO,L (-15),1,21:00,2,8,.250,0,0,,2,4,.500,0,1,1,0,0,1,2,3,6,-1.8\
20,20,1988-12-28,41-256,LAL,,PHI,W (+5),1,24:00,4,9,.444,0,0,,2,2,1.000,0,3,3,0,1,1,2,4,10,4.3\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
21,21,1988-12-30,41-258,LAL,,LAC,W (+15),1,19:00,4,10,.400,0,0,,4,4,1.000,1,0,1,0,1,1,1,1,12,7.6\
22,22,1989-01-03,41-262,LAL,@,SEA,L (-10),1,14:00,3,5,.600,0,0,,0,0,,0,1,1,1,0,0,0,3,6,3.5\
23,23,1989-01-04,41-263,LAL,,POR,W (+13),1,16:00,2,7,.286,0,0,,0,0,,1,2,3,1,0,0,2,3,4,-1.3\
24,24,1989-01-06,41-265,LAL,,MIA,W (+32),1,22:00,4,6,.667,0,0,,0,1,.000,2,2,4,1,0,3,0,2,8,9.0\
25,25,1989-01-08,41-267,LAL,,SAS,W (+30),1,18:00,5,11,.455,0,1,.000,0,0,,4,4,8,3,0,4,0,3,10,12.0\
26,26,1989-01-10,41-269,LAL,@,SAC,L (-9),1,17:00,2,7,.286,0,0,,0,0,,2,1,3,0,1,1,1,3,4,1.1\
27,27,1989-01-13,41-272,LAL,,CLE,W (+21),1,28:00,3,6,.500,0,0,,0,0,,0,7,7,2,1,0,2,2,6,4.7\
28,28,1989-01-15,41-274,LAL,@,LAC,W (+21),1,31:00,5,13,.385,0,0,,2,4,.500,2,3,5,1,0,0,2,4,12,3.5\
29,29,1989-01-16,41-275,LAL,,HOU,W (+11),1,29:00,6,8,.750,0,0,,0,0,,1,2,3,0,0,2,2,3,12,8.3\
30,30,1989-01-18,41-277,LAL,,LAC,W (+21),1,30:00,5,13,.385,0,0,,3,4,.750,4,5,9,0,1,3,2,3,13,9.7\
31,31,1989-01-20,41-279,LAL,,DAL,W (+16),1,23:00,2,6,.333,0,0,,7,10,.700,0,1,1,1,0,6,0,2,11,10.8\
32,32,1989-01-24,41-283,LAL,,NYK,L (-5),1,24:00,7,13,.538,0,0,,0,0,,0,1,1,4,0,1,2,6,14,7.1\
33,33,1989-01-27,41-286,LAL,,CHH,W (+17),1,23:00,9,13,.692,0,0,,1,1,1.000,1,5,6,1,0,3,2,3,19,15.3\
34,34,1989-01-29,41-288,LAL,@,DAL,W (+25),1,21:00,8,12,.667,0,0,,1,1,1.000,2,2,4,2,1,0,1,4,17,13.6\
35,35,1989-01-31,41-290,LAL,@,HOU,W (+11),1,18:00,3,5,.600,0,0,,0,0,,0,3,3,3,0,0,1,3,6,4.5\
36,36,1989-02-01,41-291,LAL,@,PHO,L (-17),1,22:00,7,10,.700,0,0,,1,3,.333,1,0,1,1,0,0,0,1,15,11.0\
37,37,1989-02-03,41-293,LAL,,POR,W (+11),1,22:00,6,11,.545,0,0,,3,6,.500,2,2,4,3,1,0,1,3,15,11.4\
38,38,1989-02-05,41-295,LAL,,NJN,W (+18),1,29:00,8,17,.471,0,0,,2,2,1.000,3,6,9,0,0,1,1,2,18,12.1\
39,39,1989-02-08,41-298,LAL,,GSW,L (-3),1,27:00,2,7,.286,0,0,,4,4,1.000,1,1,2,0,1,1,2,3,8,3.4\
40,40,1989-02-14,41-304,LAL,,DET,L (-8),1,31:00,8,17,.471,0,0,,5,6,.833,0,3,3,1,0,1,1,2,21,12.4\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
41,41,1989-02-16,41-306,LAL,@,POR,W (+9),1,23:00,3,7,.429,0,0,,2,2,1.000,0,4,4,0,4,2,4,3,8,5.7\
42,42,1989-02-19,41-309,LAL,,BOS,W (+9),1,27:00,4,13,.308,0,0,,0,0,,1,4,5,1,0,2,2,4,8,0.9\
43,43,1989-02-20,41-310,LAL,@,SAC,W (+3),1,21:00,4,9,.444,0,0,,0,0,,0,3,3,1,2,0,1,5,8,3.9\
44,44,1989-02-22,41-312,LAL,@,UTA,L (-26),1,21:00,3,9,.333,0,0,,0,0,,4,2,6,0,0,5,2,2,6,5.0\
45,45,1989-02-24,41-314,LAL,,SAC,W (+12),1,20:00,4,7,.571,0,0,,5,6,.833,0,3,3,1,0,4,1,2,13,11.9\
46,46,1989-02-26,41-316,LAL,,PHO,W (+12),1,23:00,7,10,.700,0,0,,3,4,.750,2,3,5,2,1,2,0,3,17,17.3\
47,47,1989-03-01,41-319,LAL,,GSW,W (+21),1,20:00,3,8,.375,0,0,,6,6,1.000,3,5,8,1,0,2,2,1,12,10.9\
48,48,1989-03-03,41-321,LAL,,IND,W (+22),1,24:00,5,8,.625,0,0,,1,2,.500,1,1,2,0,0,2,0,1,11,9.0\
49,49,1989-03-05,41-323,LAL,@,HOU,L (-5),1,19:00,3,6,.500,0,0,,1,2,.500,1,2,3,0,0,0,1,3,7,2.7\
50,50,1989-03-07,41-325,LAL,@,ATL,W (+9),1,29:00,7,13,.538,0,0,,2,2,1.000,2,2,4,0,0,0,2,4,16,8.1\
51,51,1989-03-08,41-326,LAL,@,MIA,W (+40),1,16:00,5,5,1.000,0,0,,0,0,,0,4,4,0,1,3,1,2,10,11.0\
52,52,1989-03-10,41-328,LAL,@,CHH,W (+33),1,25:00,5,9,.556,0,0,,0,0,,1,8,9,1,1,1,0,3,10,10.0\
53,53,1989-03-12,41-330,LAL,@,GSW,W (+11),1,30:00,7,11,.636,0,0,,5,5,1.000,6,5,11,2,2,1,1,3,19,21.7\
54,54,1989-03-13,41-331,LAL,,HOU,W (+1),1,33:00,8,15,.533,0,0,,5,8,.625,8,5,13,1,0,2,2,4,21,18.1\
55,55,1989-03-17,41-335,LAL,,DAL,W (+3),1,32:00,2,11,.182,0,0,,1,2,.500,3,8,11,1,0,3,2,4,5,1.4\
56,56,1989-03-19,41-337,LAL,,ATL,L (-2),1,20:00,2,7,.286,0,0,,0,0,,0,6,6,3,0,0,5,4,4,-2.8\
57,57,1989-03-21,41-339,LAL,,CHI,L (-1),1,21:00,4,7,.571,0,0,,4,4,1.000,1,5,6,0,0,1,1,3,12,9.4\
58,58,1989-03-23,41-341,LAL,@,SAC,W (+23),1,21:00,3,7,.429,0,0,,0,0,,3,5,8,0,1,3,1,3,6,6.8\
59,59,1989-03-26,41-344,LAL,,PHO,W (+2),1,15:00,4,9,.444,0,0,,4,7,.571,0,1,1,1,0,1,0,3,12,6.6\
60,60,1989-03-28,41-346,LAL,@,PHO,L (-23),1,22:00,3,14,.214,0,0,,0,2,.000,5,1,6,1,0,0,1,2,6,-0.7\
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc\
61,61,1989-03-30,41-348,LAL,,SAS,W (+40),1,18:00,2,5,.400,0,0,,0,0,,0,2,2,2,1,5,0,2,4,7.0\
62,62,1989-04-01,41-350,LAL,@,DEN,L (-6),1,28:00,5,15,.333,0,0,,3,3,1.000,2,7,9,0,1,1,0,4,13,8.1\
63,63,1989-04-02,41-351,LAL,,MIL,W (+1),1,22:00,4,8,.500,0,0,,2,4,.500,1,2,3,2,2,0,3,3,10,5.7\
64,64,1989-04-04,41-353,LAL,@,SEA,W (+18),1,14:00,1,4,.250,0,0,,0,0,,0,4,4,0,0,1,0,2,2,0.7\
65,65,1989-04-07,41-356,LAL,,UTA,L (-2),1,33:00,5,13,.385,0,0,,3,5,.600,1,1,2,1,1,0,1,3,13,5.6\
66,66,1989-04-08,41-357,LAL,@,GSW,L (-6),1,17:00,4,9,.444,0,0,,0,0,,1,1,2,0,1,0,3,1,8,1.9\
67,67,1989-04-10,41-359,LAL,,LAC,W (+17),1,14:00,2,5,.400,0,0,,0,0,,0,1,1,0,1,0,3,3,4,-1.6\
68,68,1989-04-12,41-361,LAL,@,SAS,W (+7),1,23:00,6,10,.600,0,0,,2,2,1.000,2,2,4,0,0,0,1,4,14,8.8\
69,69,1989-04-15,41-364,LAL,@,LAC,L (-12),1,25:00,6,10,.600,0,0,,3,4,.750,2,5,7,0,1,1,2,3,15,11.4\
70,70,1989-04-16,42-000,LAL,,MIA,W (+13),1,16:00,6,7,.857,0,0,,0,0,,0,1,1,0,1,1,1,1,12,10.1\
71,71,1989-04-18,42-002,LAL,,DEN,W (+24),1,19:00,4,8,.500,0,0,,1,2,.500,2,3,5,1,0,2,1,3,9,6.8\
72,72,1989-04-20,42-004,LAL,,SAC,W (+3),1,22:00,6,9,.667,0,0,,0,2,.000,2,5,7,1,1,0,2,1,12,9.5\
73,73,1989-04-21,42-005,LAL,@,POR,W (+7),1,16:00,2,3,.667,0,0,,0,0,,0,2,2,0,0,1,1,3,4,1.8\
74,74,1989-04-23,42-007,LAL,,SEA,W (+4),1,26:00,5,6,.833,0,0,,0,0,,0,6,6,3,0,1,1,1,10,11.0}
